PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,category,session
22.590654,10.305375,3.9628196,-7.1235747,-1.7706319,-5.387153,4.142925,-2.1440265,0.9009004,4.1139703,-5.421258,2.2392526,-0.61342186,0.9076215,-3.2775686,-1.5324931,-0.8120615,0.9046844,0.46727285,-1.9698712,-0.72402185,1.0545805,-1.6575062,-1.7829075,-0.46828756,1.6213502,-0.8332436,-0.1885074,-0.402936,0.41029942,-1.4074386,-0.4143402,0.05684568,-1.1971253,1.1109062,-0.3633201,0.8757879,-0.6386066,-0.0544762,-0.40689313,-0.45774877,-1.7493198,-0.33760473,0.23730469,-0.10110733,0.13190132,-0.04436852,-0.26723585,-0.34150517,0.27204967,face,0
23.562904,8.836147,3.473184,-8.009215,-2.625266,-7.6341157,6.7582364,-1.9033916,0.49903274,3.7045825,-5.1364236,2.2485368,-1.6049047,1.1867368,-2.3247702,-0.4759183,-1.438822,0.9565314,0.68651795,-2.6690915,-0.26222244,0.8613588,-0.81118953,-0.48685014,-1.7071937,1.1062332,-0.47242308,-0.51918894,0.9288509,0.90488434,-1.1464635,-0.5208998,1.3284179,-1.9135579,1.0811657,0.15794331,1.4616761,-1.70121,-1.5949812,0.30469403,0.8703772,-0.62587935,0.11540406,-0.27000454,-0.30527493,0.03720208,-0.30035254,-0.87706214,-0.7669947,0.5720538,face,0
24.004705,9.330793,4.248509,-7.1708646,-1.6425772,-6.094938,8.07597,-3.455015,0.18870448,2.6967623,-5.450901,1.6493173,-2.6278682,1.3497844,-2.4240146,0.41548172,-0.7718438,0.9920552,0.49634188,-2.100362,-1.0862536,0.6200263,-0.797664,-0.55007863,-1.6063381,1.510499,-0.072564274,-0.6729851,1.5592918,0.20270382,-1.2396549,0.037801597,1.5083466,-0.9969274,1.1132029,-0.2967799,0.8671299,-0.27233917,-1.5530479,-0.1712689,0.26569992,-1.0284085,0.4581049,-0.42147377,-0.9275713,-0.42738348,0.18228422,-0.25828043,-0.33248112,0.8964361,face,0
24.395367,9.381119,4.1007442,-6.948814,-1.5183239,-6.693502,8.676367,-3.2584498,0.60573035,2.8767674,-3.7824812,1.3419025,-2.8990362,1.7616348,-3.6854942,-0.017775059,-0.7727248,2.5007725,-0.39606467,-0.6543404,0.01453558,0.70874697,0.5198338,-0.34988475,-0.20414823,2.1367812,0.2790439,-0.9494246,0.8789226,-0.1720794,-1.2688382,-0.4118444,2.2707298,0.63714087,0.8586033,0.63336205,1.17016,0.82439065,-0.017791636,0.21360436,-1.2041223,-0.44190365,0.039604492,0.15604058,-0.012883412,-0.21543595,1.2614906,-0.8940814,0.69428074,-0.3172511,face,0
22.034811,10.721278,4.437475,-6.489236,-2.3364666,-4.728177,7.0244713,-3.0778728,0.19724388,4.0745115,-3.5189922,0.12663138,-2.8883834,1.6034741,-2.931875,0.952047,-1.4547315,1.8668946,-0.3457651,-1.6757667,0.12459276,0.78090584,0.031065065,0.44677183,0.3024121,2.256515,1.0938786,-0.3053538,-0.39859486,-0.47395933,-0.95077574,-1.4304242,0.99107367,0.17284836,0.3597261,0.5727571,-0.6204356,0.56740093,-0.28173488,0.6920835,-1.0223254,-0.115523644,0.47357425,0.45107707,0.77648956,0.27828878,0.769993,0.20735303,-0.8553473,0.6370239,face,0
24.088179,8.950049,4.6750236,-7.298971,-0.48655552,-6.471628,9.352349,-2.6795866,-0.5903555,3.7233338,-4.3291283,0.956382,-3.2511218,1.9234003,-2.298025,-0.15411058,-1.2426065,1.5590488,0.47299474,-1.9313866,-0.2831462,0.108984426,-0.20027317,1.5076464,-1.1607724,2.4316633,1.7690638,-0.29323596,1.0174632,-0.8890742,-1.0694242,0.20042999,2.3871336,-0.71320784,-0.1888364,0.1555574,1.4829102,-1.0399823,-1.2632049,0.070724204,-0.53704923,-1.199678,-0.48939392,-0.24958576,-1.393296,0.016881574,1.3685205,-0.42598778,-0.6357229,-0.15953785,face,0
23.399906,9.142293,7.1901402,-4.9011064,-0.16311844,-4.6531677,4.2901106,-3.0428767,0.20664243,5.99921,-4.056677,1.5338354,-0.7514045,2.1501632,-3.232642,1.101113,-0.8860413,3.400724,0.10041622,-1.9450023,-0.13708943,0.9744258,0.6043715,-0.0943653,1.1119992,1.0460818,1.618533,-1.6083919,-0.2797518,-0.8131622,-1.4266728,-1.4720088,1.140679,0.556512,0.22291796,0.029324945,-0.6231599,0.35613534,-0.31844604,-0.072833136,-0.2517153,-0.118332505,1.1779263,-0.72493404,0.89493006,0.22194704,-0.12644972,-0.6535491,0.23096643,-0.18531905,face,0
23.060642,9.519726,6.290498,-5.082019,-0.08324314,-4.855484,6.116519,-3.8279858,0.68468535,3.3573828,-3.2042794,-1.021988,0.50231504,2.2010498,-3.1899014,0.6788597,-1.6551067,3.4190793,0.24437454,-0.62196577,-0.17672834,1.3511552,1.2483712,0.3610502,-0.12771088,1.0623946,1.3419569,-2.206502,-1.1952276,-0.20477067,-1.8386388,-2.5495622,0.34488094,0.61936206,0.10355007,0.078420475,0.17430575,1.6354929,0.77674365,-0.46663117,-0.63057995,-1.2382098,1.4326531,-0.23055011,0.60325205,0.69546956,-0.19660476,-0.44399557,0.24819784,0.20854892,face,0
24.89864,11.293009,11.51833,-1.4816672,4.7936563,0.48723075,6.571426,-3.126929,-1.0789543,4.7870607,-2.904512,0.14011656,2.5166461,1.1841772,0.6990435,0.1571873,-1.197688,-0.0884924,-2.3196056,-1.3836757,-0.1083882,-0.7655555,-2.0607724,-1.8874452,0.7732322,0.58706295,1.4821721,-1.1352005,0.13252327,-0.41823977,-0.68911755,0.15366386,0.19370033,-2.100184,1.1915853,0.5890598,0.23929156,-0.05996335,1.1029526,0.87308335,0.38489783,0.08733123,0.9120332,-0.8733686,-0.28189462,0.19871038,-0.07295246,-0.63505393,0.57240194,-0.4177335,cat,0
23.652252,13.224523,12.125355,0.19242316,5.2807617,1.9961599,7.008595,1.6230012,1.9320122,3.992485,-1.6612034,1.5615432,2.4554837,0.8151543,0.7308133,0.32452294,-1.4464744,0.2385439,-0.5669015,-2.6295772,0.56038445,-0.07739597,-0.5794605,-0.98790354,0.3549083,-1.0415188,-0.52705705,1.0245788,0.18816762,-0.45037606,-0.43879062,1.1513253,0.8492827,-1.5473264,-0.8697262,-0.2527298,-0.027172998,0.8265667,0.39748022,0.414852,0.26385286,1.3762847,0.40437898,0.21211189,0.118949525,-0.39047012,-0.058990605,-0.85453415,0.68522054,-0.68368804,cat,0
21.797695,13.018714,10.948371,0.31000566,3.0383806,0.6775921,5.0421076,1.7577578,2.5436482,3.353981,-3.2086287,1.8466184,1.539412,0.96762383,-0.055270504,1.0499187,-0.8829004,2.1326752,0.2822823,-1.7060534,-0.05650043,0.96981823,0.5268373,-0.23318774,-0.030516218,0.6959883,0.7100005,1.1210644,1.6719779,0.46692327,-1.5299801,-1.3523607,0.6367305,0.07432325,-0.65439975,-0.90796745,-0.07542944,1.7812289,0.3694514,0.16770132,-0.46129012,0.63557374,-0.35233146,0.84592307,0.508024,-0.79119265,-0.12817721,0.07328919,-0.95673335,0.65764177,cat,0
23.603146,12.161758,10.573821,-1.702739,1.6371613,-1.5684332,5.9342394,1.0601937,1.9636317,2.2016141,-4.661575,1.2947866,-0.31327525,1.745041,0.58951193,-0.47878426,-0.36811137,1.1217033,1.238727,-1.5125176,0.681596,0.8729829,-1.1002269,-0.19207065,-0.93179935,0.60615146,0.5741364,0.05368453,1.0908467,-0.15611224,-1.5516732,1.6979208,0.87192345,-1.3175448,-1.5433005,-0.5857953,1.812298,0.16925116,0.3098831,-0.38533464,-0.4142899,0.3012979,0.13329117,0.3350755,-0.3041617,-1.5415237,0.94134164,-0.34336057,-0.5317656,0.041145638,cat,0
22.945038,12.073666,10.726289,-2.0050807,0.4979786,-1.9876812,3.6027565,-0.09763547,0.7150649,3.843195,-5.1678243,0.33957908,0.5809813,2.107107,0.32798713,-1.0528121,-0.35730284,0.8020266,0.27658245,-1.4316419,-0.07244384,1.9133732,-1.4391799,-0.7645365,0.31207514,-0.17592494,1.2450318,-0.44712424,0.5811994,0.77704024,-0.55819947,0.61881775,-1.119839,-1.617742,-1.1275058,-1.1273296,0.6419731,-0.42123097,0.32762232,-0.32148132,-0.47591358,-0.32141337,-0.699041,0.70272356,-0.1524986,-1.4642291,-0.71927124,0.7925834,-0.8594273,0.69211733,cat,0
23.563702,12.681265,11.322453,-1.964159,1.9519612,-0.3896734,5.5080314,0.33631474,1.0861659,2.7369153,-4.8069906,0.6151701,-0.002518336,1.4647807,1.4495107,-1.6340224,-0.98950773,-0.5287711,0.12661102,-0.9845432,-0.44065788,-0.04809813,-1.1273137,-0.82652074,0.40712744,-0.38435882,0.535713,0.7871733,1.0131595,-0.8963447,-0.5676195,1.1727377,0.62064,-1.4902974,-0.008497225,-0.9516152,-0.0017810643,-0.04558861,-0.9005045,-1.13334,-0.65752965,-0.6677953,0.21766001,0.7804308,-0.6706378,0.11079972,-0.03337498,0.4019226,-0.19433983,1.0908302,cat,0
22.835182,12.141535,10.27232,-1.4980756,2.1648815,-0.7877762,5.2884517,0.46673727,1.7988019,3.0153491,-4.0143614,0.80624235,1.4087307,1.4700083,0.55592024,-1.8889343,-1.6432712,0.91856545,1.2935892,-1.2563002,0.034347683,-0.7820785,-1.0974517,0.06281218,1.6165155,-0.7446179,0.6002415,-0.5407872,0.59398115,-0.84686804,-1.011484,0.17987093,0.5013558,-1.607482,-0.39065322,-1.2385614,-1.0653722,-0.36270896,0.30278873,-0.45777187,-1.6197662,-0.12661868,-0.88317096,0.35995263,0.056305353,-0.69694924,-0.33159038,-1.1766644,-0.1787722,0.7941108,cat,0
23.198421,12.352455,9.67575,-1.4009696,0.8054724,-0.5208865,5.3380194,0.40574318,1.6687261,3.1841998,-2.2508433,0.12645863,0.6649206,1.2986465,0.32752758,-2.6624284,-1.3027409,1.0401552,2.4850247,0.27296212,0.088581406,0.26192293,0.6426478,0.008167622,1.1247488,-0.6076145,1.5008007,-0.5164268,0.7612291,-0.9347503,-0.15564351,0.089929655,1.5987799,-0.7540147,-0.05751656,-0.20285292,-0.7013474,-0.86150765,0.057789825,-1.0436549,-0.31217918,0.17783605,-0.21601261,1.0395399,-1.2765625,-1.0421274,0.73661774,1.0630544,-0.11947983,0.91304445,cat,0
20.877615,12.375487,9.97441,-1.8491877,-2.5306542,-3.466995,3.3287828,-1.7811363,2.3848045,3.9610476,0.110854186,-2.129664,1.0929605,1.1065832,-1.250281,-1.3779378,-1.8097695,2.6411564,1.8772194,-0.84054404,-0.6571808,1.5621783,0.09205903,0.17275873,0.21371001,-0.015432488,0.6356332,-0.13477759,0.859597,0.47805884,0.4985886,-0.20425022,0.08240192,-0.6079397,0.14483888,-0.337265,-0.12496561,0.15540406,0.3803537,-0.9799505,-0.411947,-0.60213894,0.29476517,0.21667896,-0.2090098,-1.0653476,-0.31860492,1.790729,0.62156326,-0.0421003,cat,0
21.495726,13.846483,9.86008,-2.1016297,-2.2338438,-1.0332643,3.6070821,-1.5011383,0.9440608,2.9178164,0.51316726,-2.4588628,-1.9956923,-0.03375658,-0.08356777,-1.5097878,-0.7474465,-0.32316828,-0.10871966,0.063343294,-0.8037059,-1.6185865,-0.17490727,-1.4939722,2.2328804,0.7596743,0.28633568,-0.32329753,0.23339663,-0.19656906,-0.38042215,0.5317046,1.4324597,0.2434147,0.40110096,-0.85728425,-0.7172999,-0.53146166,-0.10677897,-0.21223937,-0.6984195,0.43825445,-0.17600767,0.8647221,-0.099328995,2.2069383,0.32946092,1.0374751,1.2420747,0.090991475,shoe,0
23.24325,13.329005,11.898381,-0.5753404,-0.80379456,-1.1968085,4.062567,1.0630285,1.7188537,3.7676034,1.9260682,0.012576982,-1.3981827,-0.52916133,0.462268,-1.0242256,-0.0139622595,0.40053225,0.48293746,-1.270827,-0.1991509,-0.9297307,0.45274043,-0.5621793,1.0062221,-1.104988,1.4424304,-0.39659765,0.75426406,-0.81124717,0.07514495,1.419568,1.2536623,-0.71163875,0.28243974,-0.7976443,-0.3586311,-1.3618996,0.58964086,-0.8296715,-1.0847282,-0.3589109,-0.59642875,0.3103336,-0.44682425,0.7057309,-0.13889411,0.6589124,0.55298334,-0.38613945,shoe,0
22.102802,12.895493,12.01448,-0.88008666,-2.1207793,-1.5270535,1.3943658,0.85891956,2.96367,5.215636,2.0816464,-0.26824635,-1.4772139,-0.608559,-0.4928607,0.11609592,-0.17976806,2.1034307,0.14219306,-0.38369188,0.3937112,-0.090547554,-0.952857,-1.5392601,0.807541,-0.3892179,0.42009455,-0.614071,0.6846968,-0.36063573,0.20261891,1.9813436,0.2188461,-0.5455516,-0.49396232,-1.0110635,-1.7847514,0.07046634,0.6115127,1.0450038,-0.36333016,-0.15487453,-0.4773239,0.21793906,-0.13439289,0.55795485,0.78340495,0.6100882,0.8264512,-0.4115738,shoe,0
21.628572,13.792368,11.658525,-0.95102894,-1.8058106,-0.61648554,1.1008037,0.37266877,1.8488289,5.6127615,1.8430341,-0.6169245,-1.7882807,-1.4607053,-1.1974827,1.1254332,0.056425646,1.7522416,-1.3305705,-0.2009956,-0.0042503057,-0.5218949,-0.9505605,-2.096979,2.297313,-0.2018872,-0.18213049,-0.9055264,-0.15961422,0.07548616,0.30687174,1.0332857,-0.58814144,0.84710735,0.3844327,-0.13279352,-1.1407679,0.8425511,0.48334962,0.7335113,-1.4617109,-0.5399013,-0.44768068,-0.30830446,0.12190448,1.380405,0.53759706,1.4008372,1.4407368,0.0604622,shoe,0
20.82518,13.536761,11.901105,-0.2587511,-2.7148755,-0.9152698,0.22535315,0.1272146,2.3967147,4.716608,1.7833855,-0.59189326,-0.69851923,-0.32510743,-1.20775,1.2153288,0.035714682,1.4178907,-0.2942743,-0.7364023,0.38893634,-0.17869747,-1.0758431,-0.8837057,1.6352638,-0.9848837,0.6712795,-1.103116,-0.029698942,0.73933625,0.19488046,0.20342824,-0.29470107,0.047934175,-0.6432948,-0.2248955,-1.2778652,-0.36806133,0.82062066,0.21940732,-0.44879958,0.13991712,-0.39209,-0.17173713,-0.23268604,1.6505213,0.30398333,1.0921926,-0.05018969,0.92252403,shoe,0
21.399933,12.777243,11.71305,-0.8803735,-3.2067811,-1.6063087,1.7305903,0.07542232,1.7837532,4.6399493,1.355595,-0.4738399,-0.7540352,-0.41288754,-1.0003932,1.0352914,-0.27911973,1.2265103,-0.6711518,-0.8193462,0.5766967,-0.47675982,-1.468207,0.2283018,1.65325,-1.6511577,0.47908005,-0.29400587,-0.26953632,-0.16667606,0.544326,-0.29543793,-0.28761205,-0.6090969,-0.10158573,0.21451381,-1.1954205,-1.293418,0.640365,-0.05041318,-0.53656363,-0.2721469,-0.6380811,0.0007698158,-0.23865944,0.91070145,0.12321391,0.88600904,-0.086163655,-0.22030953,shoe,0
20.647337,13.341942,11.712101,-0.87588495,-3.5630517,-2.4961095,2.0164297,-0.6898409,2.6546733,4.09192,0.86446023,-1.0523802,-0.19805837,-0.74959296,-1.7461613,1.338671,0.2738868,0.92890483,-1.1881382,-0.6619019,0.9884397,-0.26659,-1.711773,-0.3527879,1.0311655,-0.8308077,0.26684085,0.099461764,-0.41851768,-0.21045153,-0.08994505,-0.7639072,-0.83255225,-0.12725522,-0.82616866,0.120821424,-1.0788821,-0.3574683,0.8873098,0.7616003,-0.6071555,-0.034402292,0.15051627,-0.3594458,-0.5567694,2.06262,-0.079940334,0.07878454,0.39634815,-0.7283147,shoe,0
21.831861,13.545139,10.335205,-2.113515,-3.1702714,-2.448653,3.7198799,-0.64803576,1.7157714,3.8639615,1.4512649,-0.7056597,-2.007267,-0.7587292,-1.0096532,1.5943035,-0.8922999,1.2282783,-0.8899638,0.47890338,0.55600923,-1.0512898,-1.7995008,-0.9052157,0.61670643,-0.16278577,-0.19531333,-0.10942729,-0.6505664,-0.6823694,-0.18749683,0.51469463,0.5033503,0.37804732,-1.0613556,0.04549792,-0.5269486,0.09586656,0.4672185,1.2706963,-1.9273361,0.4527046,-0.6797182,-0.9522082,0.21241185,1.00358,0.7110878,0.84497756,0.27822438,0.1038323,shoe,0
20.756601,14.320271,10.392964,-1.2641062,-3.9861014,-1.5442361,3.520066,0.036411755,3.2345428,2.6728773,1.9447988,-1.5051388,-1.1476157,-0.429584,-1.4023684,1.6941884,-0.1378775,1.3678658,-0.36956993,0.19655137,1.2463096,-0.24739121,-0.8180918,0.34273756,0.76602036,-0.10599662,0.61318237,-0.97995085,-0.20153753,-0.11820096,-0.97077554,0.47289494,-0.14849602,-0.59253454,-0.83478475,-0.06361128,-1.2062556,-0.2216217,0.89338577,0.42852464,-2.2468665,-0.039389905,-0.35395926,0.2115304,0.24938685,1.0530493,1.1067107,0.53610605,0.5761477,-0.3160643,shoe,0
21.787907,14.601937,12.938711,-0.16608904,-2.4771113,1.534043,3.7209737,-6.044439,-0.33603656,0.4818821,-1.55496,-3.9241588,-1.2744263,0.05553057,-0.36052728,2.144896,-1.1627268,0.26448858,-2.7264714,0.22170371,-0.7712597,-1.0105631,-0.9766226,-2.2032108,1.4222147,-0.4659964,-1.1938521,-1.6123842,0.38567388,-0.3077018,-0.06664486,-0.108268425,-0.7134891,-0.66419876,0.8836192,0.2932463,-0.556645,0.05943514,0.42313176,1.8140769,0.15628356,0.15225881,1.4701555,-0.2136095,0.2847293,1.4170772,0.08661198,-0.137626,0.57922906,-0.7400349,house,0
21.962257,16.70992,15.614405,3.7663133,1.2045685,5.923524,3.3533525,-5.094588,1.5876065,-0.5217884,-0.9050422,-3.1335912,-0.0048245434,-0.047045283,0.13523386,3.222619,-0.17303737,1.1003557,-0.7596703,-0.5061123,-0.2213696,0.25539297,-0.56853557,-1.7777417,0.4198555,-0.8321759,-0.8284246,-0.55804,-0.8203982,0.6652888,-0.3784357,0.4165911,-1.2568218,0.28733423,0.33160028,0.32929367,-1.1757785,-0.19231677,0.49401513,1.6194605,0.60061866,0.21741524,0.5078272,-0.21844725,0.021379944,0.30633482,-0.086307414,0.5480265,0.20984536,-0.49092335,house,0
20.786184,17.440475,14.768177,3.724022,0.08404857,6.329531,2.053742,-4.0877733,1.06483,0.04044164,-0.9818851,-2.586279,0.024461327,-0.23566955,0.6071466,2.096672,0.031495553,0.9972195,-0.9853988,-0.91369784,-0.070008196,0.86416936,-1.4045758,-2.2797456,0.43867478,-1.4155338,-1.5518997,-0.26178017,-0.1725508,0.38741466,0.78210086,-1.2406368,-1.192005,-0.68593395,0.16064352,-0.04168857,-0.9011606,-1.8285619,0.6859683,0.5662982,0.5745778,1.6428456,1.1700871,0.3568031,0.041841816,0.29773813,-0.102792785,1.3301958,-0.43507725,-0.027362112,house,0
22.312492,16.558088,15.242679,3.6333563,0.9483416,6.2733536,3.7352715,-3.583793,1.3063333,-0.038242806,0.07636018,-2.554571,0.16134654,-0.8025525,-0.19119464,1.3631406,-0.14338796,1.7734827,-0.26786646,-0.24724531,-0.06817879,-0.18499182,-1.3507066,-2.100273,0.5014008,-1.6250082,-2.2414494,-0.41121227,0.22157225,0.29311162,0.32639793,0.25167096,-1.551897,-0.5420021,0.5190293,0.23685075,-0.068455435,0.003016614,-0.44680104,0.35257712,-0.095945016,1.2785665,1.1852902,-0.0035756142,-0.2021113,-0.08050672,0.62111497,0.6482186,-0.07719803,-0.7544016,house,0
22.040237,16.962675,15.825062,4.4817543,0.46559536,6.180688,2.04436,-4.2419662,1.2303368,0.46654758,0.39474002,-2.2095313,0.5072485,-0.7744181,-0.4387534,0.97969335,1.2843531,1.7699845,0.8535509,-0.95982075,-0.55071694,0.52556354,0.07411937,-3.1935422,0.6327805,-1.0096037,-0.5502822,-0.00025328874,0.51259667,0.9619179,-0.15355816,-0.49253452,-1.2761412,-0.794463,0.061134294,-0.19105454,-0.06600236,0.5283011,0.5630313,0.77382976,0.29303014,0.41658187,-0.05812683,0.34560817,-0.28720337,0.08835746,-0.39863336,1.428627,-0.170817,0.13924974,house,0
20.840483,17.808315,14.653955,3.1359332,-0.94068545,5.6648254,2.9029355,-3.5556877,1.8092805,-0.26418537,0.61888164,-3.7844157,0.2916338,-1.141249,-0.49968293,1.1282189,0.36077258,1.1719836,0.58648086,-0.479948,-0.55729026,0.6094333,0.057393476,-2.9779582,0.06937674,-0.370598,-1.0280253,0.3700713,0.59854025,1.2730788,0.13045035,0.80967003,-1.0341426,-0.35504377,0.15777403,0.18779731,-0.23831482,-0.20533217,-0.5604515,-0.18257809,0.43016613,1.2580745,0.12369124,0.40472147,0.66277236,-0.5005753,-0.12059554,1.3403383,-0.5553184,-0.5732013,house,0
